data,sample,gen,gen_args,gen_str,gen_n,max_k,min_k,range_k,info_loss,alpha_adm,alpha_dm,info_loss_args,info_loss_args_str,handler_str,calgo,calgo_args,calgo_str,enforcer,enforcer_str,enforcer_args,adm,dm,am,num_fake_edges,radm,num_raw_entities,num_anonymized_entities,num_raw_edges,num_anonymized_edges,anonymized_anonymity,anonymized_attribute_anonymity,anonymized_degree_anonymity,removed_entities,num_removed_edges,num_anonymized_fake_entities,za,max_dist
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,min,km#min,ms,ms#0.25,0.25,0.17601799106811342,0.0051513576396623835,0.34688462449656454,20200,0.17601799106811342,1005,1005,26576,45227,1,1,1,0,1549,0,2.0,0.25
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,min,km#min,ms,ms#0.75,0.75,0.19457934209549224,0.024979579713373317,0.3641791044776138,41457,0.19457934209549224,1005,1005,26576,62123,1,1,1,0,5910,0,2.0,0.75
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,km,min,km#min,sr,sr,,7.425558773297689e-06,1.4851117546595378e-05,0.0,17,7.425558773297689e-06,1005,1005,26576,26583,1,1,1,0,10,0,2.0,
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,vac,,vac,ms,ms#0,0,0.09554183595172701,0.028326031533872895,0.1627576403695806,35569,0.09554183595172701,1005,1005,26576,62046,1,1,1,0,99,0,2.0,0.0
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,vac,,vac,ms,ms#0.25,0.25,0.09554183595172701,0.028326031533872895,0.1627576403695806,35569,0.09554183595172701,1005,1005,26576,62046,1,1,1,0,99,0,2.0,0.25
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,vac,,vac,ms,ms#0.75,0.75,0.1026224244802995,0.03722779139130214,0.16801705756929647,44735,0.1026224244802995,1005,1005,26576,71145,1,5,1,0,166,0,2.0,0.75
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",0,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,vac,,vac,sr,sr,,0.09554183595172701,0.028326031533872895,0.1627576403695806,35569,0.09554183595172701,1005,1005,26576,62046,1,1,1,0,99,0,2.0,
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",1,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,max,hdbscan#max,ms,ms#0,0,0.1788510892587526,0.04763347441894995,0.31006870409855425,61680,0.1788510892587526,1005,1005,26576,87340,1,29,1,0,916,0,2.0,0.0
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",1,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,max,hdbscan#max,ms,ms#0.25,0.25,0.1707074082324697,0.03146456770872005,0.3099502487562192,45640,0.1707074082324697,1005,1005,26576,54262,1,29,1,0,17954,0,2.0,0.25
email,-1,zipf,"5,50,5,2","zipf#5,50,5,2",1,50,5,5,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,hdbscan,max,hdbscan#max,ms,ms#0.75,0.75,0.17933304338294254,0.040163362293012386,0.31850272447287453,54204,0.17933304338294254,1005,1005,26576,80267,1,29,1,0,513,0,2.0,0.75
